"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2016"	"2016"	"Male"	"M"	"28 years"	"28"	4030	2258118	178.5
	"2016"	"2016"	"Male"	"M"	"29 years"	"29"	3832	2217826	172.8
	"2016"	"2016"	"Male"	"M"	"30 years"	"30"	3960	2224720	178.0
	"2016"	"2016"	"Male"	"M"	"31 years"	"31"	4011	2233583	179.6
	"2016"	"2016"	"Male"	"M"	"32 years"	"32"	4147	2154190	192.5
	"2016"	"2016"	"Male"	"M"	"33 years"	"33"	4219	2181222	193.4
	"2016"	"2016"	"Male"	"M"	"34 years"	"34"	4409	2174549	202.8
	"2016"	"2016"	"Male"	"M"	"35 years"	"35"	4468	2146976	208.1
	"2016"	"2016"	"Male"	"M"	"36 years"	"36"	4564	2195944	207.8
	"2016"	"2016"	"Male"	"M"	"37 years"	"37"	4560	2048955	222.6
	"2016"	"2016"	"Male"	"M"	"38 years"	"38"	4567	2005894	227.7
	"2016"	"2016"	"Male"	"M"	"39 years"	"39"	4650	1978673	235.0
	"2016"	"2016"	"Male"	"M"	"40 years"	"40"	4597	1921122	239.3
	"2016"	"2016"	"Male"	"M"	"41 years"	"41"	4927	1983028	248.5
	"2016"	"2016"	"Male"	"M"	"42 years"	"42"	4954	1912625	259.0
	"2016"	"2016"	"Male"	"M"	"43 years"	"43"	5708	1934987	295.0
	"2016"	"2016"	"Male"	"M"	"44 years"	"44"	6220	2024559	307.2
	"2016"	"2016"	"Male"	"M"	"45 years"	"45"	6937	2137964	324.5
	"2016"	"2016"	"Male"	"M"	"46 years"	"46"	7499	2172236	345.2
	"2016"	"2016"	"Male"	"M"	"47 years"	"47"	7800	2054342	379.7
	"2016"	"2016"	"Male"	"M"	"48 years"	"48"	8380	2008211	417.3
	"2016"	"2016"	"Male"	"M"	"49 years"	"49"	9153	2003202	456.9
	"2016"	"2016"	"Male"	"M"	"50 years"	"50"	10279	2039838	503.9
	"2016"	"2016"	"Male"	"M"	"51 years"	"51"	11557	2157926	535.6
	"2016"	"2016"	"Male"	"M"	"52 years"	"52"	13268	2186447	606.8
	"2016"	"2016"	"Male"	"M"	"53 years"	"53"	14413	2177713	661.8
	"2016"	"2016"	"Male"	"M"	"54 years"	"54"	15800	2168260	728.7
	"2016"	"2016"	"Male"	"M"	"55 years"	"55"	17335	2186968	792.6
	"2016"	"2016"	"Male"	"M"	"56 years"	"56"	18283	2207097	828.4
	"2016"	"2016"	"Male"	"M"	"57 years"	"57"	19808	2120821	934.0
	"2016"	"2016"	"Male"	"M"	"58 years"	"58"	20868	2100779	993.3
	"2016"	"2016"	"Male"	"M"	"59 years"	"59"	22356	2067741	1081.2
	"2016"	"2016"	"Male"	"M"	"60 years"	"60"	22875	1984701	1152.6
	"2016"	"2016"	"Male"	"M"	"61 years"	"61"	24337	1961475	1240.7
	"2016"	"2016"	"Male"	"M"	"62 years"	"62"	24890	1867184	1333.0
	"2016"	"2016"	"Male"	"M"	"63 years"	"63"	25337	1788512	1416.7
	"2016"	"2016"	"Male"	"M"	"64 years"	"64"	26295	1713760	1534.3
	"2016"	"2016"	"Male"	"M"	"65 years"	"65"	26756	1651159	1620.4
	"2016"	"2016"	"Male"	"M"	"66 years"	"66"	27052	1609408	1680.9
	"2016"	"2016"	"Male"	"M"	"67 years"	"67"	28132	1553893	1810.4
	"2016"	"2016"	"Male"	"M"	"68 years"	"68"	29863	1532242	1949.0
	"2016"	"2016"	"Male"	"M"	"69 years"	"69"	32586	1590217	2049.2
	"2016"	"2016"	"Male"	"M"	"70 years"	"70"	26854	1161594	2311.8
	"2016"	"2016"	"Male"	"M"	"71 years"	"71"	28167	1135596	2480.4
	"2016"	"2016"	"Male"	"M"	"72 years"	"72"	29906	1094469	2732.5
	"2016"	"2016"	"Male"	"M"	"73 years"	"73"	32437	1108935	2925.1
	"2016"	"2016"	"Male"	"M"	"74 years"	"74"	30989	953596	3249.7
	"2016"	"2016"	"Male"	"M"	"75 years"	"75"	30756	856476	3591.0
	"2016"	"2016"	"Male"	"M"	"76 years"	"76"	30677	799334	3837.8
	"2016"	"2016"	"Male"	"M"	"77 years"	"77"	31459	743645	4230.4
	"2016"	"2016"	"Male"	"M"	"78 years"	"78"	31783	696383	4564.0
	"2016"	"2016"	"Male"	"M"	"79 years"	"79"	32176	627781	5125.4
	"2016"	"2016"	"Male"	"M"	"80 years"	"80"	33035	584947	5647.5
	"2016"	"2016"	"Male"	"M"	"81 years"	"81"	33672	544044	6189.2
	"2016"	"2016"	"Male"	"M"	"82 years"	"82"	32898	474695	6930.3
	"2016"	"2016"	"Male"	"M"	"83 years"	"83"	33700	443081	7605.8
	"2016"	"2016"	"Male"	"M"	"84 years"	"84"	34663	406488	8527.4
	"2016"	"2016"	"Male"	"M"	"85 years"	"85"	34866	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"86 years"	"86"	35058	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"87 years"	"87"	33753	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"88 years"	"88"	32916	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"89 years"	"89"	31470	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"90 years"	"90"	28742	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"91 years"	"91"	26088	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"92 years"	"92"	22897	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"93 years"	"93"	19433	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"94 years"	"94"	16177	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"95 years"	"95"	12795	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"96 years"	"96"	9608	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"97 years"	"97"	6496	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"98 years"	"98"	4867	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"99 years"	"99"	3143	Not Applicable	Not Applicable
	"2016"	"2016"	"Male"	"M"	"100+ years"	"100"	5046	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"< 1 year"	"0"	9867	1924145	512.8
	"2017"	"2017"	"Female"	"F"	"1 year"	"1"	658	1943534	33.9
	"2017"	"2017"	"Female"	"F"	"2 years"	"2"	405	1965150	20.6
	"2017"	"2017"	"Female"	"F"	"3 years"	"3"	312	1956281	15.9
	"2017"	"2017"	"Female"	"F"	"4 years"	"4"	273	1953782	14.0
	"2017"	"2017"	"Female"	"F"	"5 years"	"5"	211	1956268	10.8
	"2017"	"2017"	"Female"	"F"	"6 years"	"6"	213	1976331	10.8
	"2017"	"2017"	"Female"	"F"	"7 years"	"7"	219	1979376	11.1
	"2017"	"2017"	"Female"	"F"	"8 years"	"8"	206	1980666	10.4
	"2017"	"2017"	"Female"	"F"	"9 years"	"9"	206	2043456	10.1
	"2017"	"2017"	"Female"	"F"	"10 years"	"10"	200	2051237	9.8
	"2017"	"2017"	"Female"	"F"	"11 years"	"11"	218	2034143	10.7
	"2017"	"2017"	"Female"	"F"	"12 years"	"12"	218	2029693	10.7
	"2017"	"2017"	"Female"	"F"	"13 years"	"13"	274	2035757	13.5
	"2017"	"2017"	"Female"	"F"	"14 years"	"14"	337	2022552	16.7
	"2017"	"2017"	"Female"	"F"	"15 years"	"15"	423	2015751	21.0
	"2017"	"2017"	"Female"	"F"	"16 years"	"16"	512	2066782	24.8
	"2017"	"2017"	"Female"	"F"	"17 years"	"17"	551	2098704	26.3
	"2017"	"2017"	"Female"	"F"	"18 years"	"18"	744	2071758	35.9
	"2017"	"2017"	"Female"	"F"	"19 years"	"19"	807	2078174	38.8
	"2017"	"2017"	"Female"	"F"	"20 years"	"20"	904	2089336	43.3
	"2017"	"2017"	"Female"	"F"	"21 years"	"21"	1028	2104329	48.9
	"2017"	"2017"	"Female"	"F"	"22 years"	"22"	1087	2150615	50.5
	"2017"	"2017"	"Female"	"F"	"23 years"	"23"	1207	2196524	55.0
	"2017"	"2017"	"Female"	"F"	"24 years"	"24"	1259	2228689	56.5
	"2017"	"2017"	"Female"	"F"	"25 years"	"25"	1413	2295484	61.6
	"2017"	"2017"	"Female"	"F"	"26 years"	"26"	1413	2350352	60.1
	"2017"	"2017"	"Female"	"F"	"27 years"	"27"	1665	2351456	70.8
	"2017"	"2017"	"Female"	"F"	"28 years"	"28"	1745	2260383	77.2
	"2017"	"2017"	"Female"	"F"	"29 years"	"29"	1655	2210555	74.9
	"2017"	"2017"	"Female"	"F"	"30 years"	"30"	1786	2174279	82.1
	"2017"	"2017"	"Female"	"F"	"31 years"	"31"	1916	2183649	87.7
	"2017"	"2017"	"Female"	"F"	"32 years"	"32"	2028	2204770	92.0
	"2017"	"2017"	"Female"	"F"	"33 years"	"33"	2166	2142863	101.1
	"2017"	"2017"	"Female"	"F"	"34 years"	"34"	2279	2177520	104.7
	"2017"	"2017"	"Female"	"F"	"35 years"	"35"	2385	2179052	109.5
	"2017"	"2017"	"Female"	"F"	"36 years"	"36"	2460	2157640	114.0
	"2017"	"2017"	"Female"	"F"	"37 years"	"37"	2662	2190170	121.5
	"2017"	"2017"	"Female"	"F"	"38 years"	"38"	2519	2063849	122.1
	"2017"	"2017"	"Female"	"F"	"39 years"	"39"	2770	2025301	136.8
	"2017"	"2017"	"Female"	"F"	"40 years"	"40"	2898	2009156	144.2
	"2017"	"2017"	"Female"	"F"	"41 years"	"41"	2956	1948683	151.7
	"2017"	"2017"	"Female"	"F"	"42 years"	"42"	3277	2003193	163.6
	"2017"	"2017"	"Female"	"F"	"43 years"	"43"	3436	1947353	176.4
	"2017"	"2017"	"Female"	"F"	"44 years"	"44"	3641	1981873	183.7
	"2017"	"2017"	"Female"	"F"	"45 years"	"45"	4140	2066554	200.3
	"2017"	"2017"	"Female"	"F"	"46 years"	"46"	4863	2183846	222.7
	"2017"	"2017"	"Female"	"F"	"47 years"	"47"	5251	2201202	238.6
	"2017"	"2017"	"Female"	"F"	"48 years"	"48"	5441	2089271	260.4
	"2017"	"2017"	"Female"	"F"	"49 years"	"49"	5780	2046810	282.4
	"2017"	"2017"	"Female"	"F"	"50 years"	"50"	6490	2053593	316.0
	"2017"	"2017"	"Female"	"F"	"51 years"	"51"	7200	2089015	344.7
	"2017"	"2017"	"Female"	"F"	"52 years"	"52"	8160	2214239	368.5
	"2017"	"2017"	"Female"	"F"	"53 years"	"53"	9047	2261664	400.0
	"2017"	"2017"	"Female"	"F"	"54 years"	"54"	9966	2262401	440.5
	"2017"	"2017"	"Female"	"F"	"55 years"	"55"	10959	2258814	485.2
	"2017"	"2017"	"Female"	"F"	"56 years"	"56"	11882	2290060	518.9
	"2017"	"2017"	"Female"	"F"	"57 years"	"57"	12929	2303341	561.3
	"2017"	"2017"	"Female"	"F"	"58 years"	"58"	13554	2232903	607.0
	"2017"	"2017"	"Female"	"F"	"59 years"	"59"	14387	2222318	647.4
	"2017"	"2017"	"Female"	"F"	"60 years"	"60"	15369	2202546	697.8
	"2017"	"2017"	"Female"	"F"	"61 years"	"61"	15902	2128409	747.1
	"2017"	"2017"	"Female"	"F"	"62 years"	"62"	16467	2111180	780.0
	"2017"	"2017"	"Female"	"F"	"63 years"	"63"	17301	2032205	851.3
	"2017"	"2017"	"Female"	"F"	"64 years"	"64"	17921	1956079	916.2
	"2017"	"2017"	"Female"	"F"	"65 years"	"65"	18620	1878995	991.0
	"2017"	"2017"	"Female"	"F"	"66 years"	"66"	19061	1825058	1044.4
	"2017"	"2017"	"Female"	"F"	"67 years"	"67"	19936	1778116	1121.2
	"2017"	"2017"	"Female"	"F"	"68 years"	"68"	21697	1723919	1258.6
	"2017"	"2017"	"Female"	"F"	"69 years"	"69"	23515	1700425	1382.9
	"2017"	"2017"	"Female"	"F"	"70 years"	"70"	25874	1765955	1465.2
	"2017"	"2017"	"Female"	"F"	"71 years"	"71"	21865	1307666	1672.1
	"2017"	"2017"	"Female"	"F"	"72 years"	"72"	23530	1290521	1823.3
	"2017"	"2017"	"Female"	"F"	"73 years"	"73"	25389	1255382	2022.4
	"2017"	"2017"	"Female"	"F"	"74 years"	"74"	28192	1280269	2202.0
	"2017"	"2017"	"Female"	"F"	"75 years"	"75"	27378	1115294	2454.8
	"2017"	"2017"	"Female"	"F"	"76 years"	"76"	27440	1019726	2690.9
	"2017"	"2017"	"Female"	"F"	"77 years"	"77"	28187	959502	2937.7
	"2017"	"2017"	"Female"	"F"	"78 years"	"78"	29753	894185	3327.4
	"2017"	"2017"	"Female"	"F"	"79 years"	"79"	31235	853738	3658.6
	"2017"	"2017"	"Female"	"F"	"80 years"	"80"	32267	782413	4124.0
	"2017"	"2017"	"Female"	"F"	"81 years"	"81"	33792	741699	4556.0
	"2017"	"2017"	"Female"	"F"	"82 years"	"82"	35949	706475	5088.5
	"2017"	"2017"	"Female"	"F"	"83 years"	"83"	36345	626409	5802.1
	"2017"	"2017"	"Female"	"F"	"84 years"	"84"	38742	599235	6465.2
	"2017"	"2017"	"Female"	"F"	"85 years"	"85"	40257	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"86 years"	"86"	42520	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"87 years"	"87"	44273	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"88 years"	"88"	44242	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"89 years"	"89"	44878	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"90 years"	"90"	45156	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"91 years"	"91"	43444	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"92 years"	"92"	41763	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"93 years"	"93"	37919	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"94 years"	"94"	33888	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"95 years"	"95"	30096	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"96 years"	"96"	24926	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"97 years"	"97"	19849	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"98 years"	"98"	14709	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"99 years"	"99"	11323	Not Applicable	Not Applicable
	"2017"	"2017"	"Female"	"F"	"100+ years"	"100"	23926	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"< 1 year"	"0"	12468	2015150	618.7
	"2017"	"2017"	"Male"	"M"	"1 year"	"1"	859	2031718	42.3
	"2017"	"2017"	"Male"	"M"	"2 years"	"2"	587	2056625	28.5
	"2017"	"2017"	"Male"	"M"	"3 years"	"3"	461	2050474	22.5
	"2017"	"2017"	"Male"	"M"	"4 years"	"4"	325	2042001	15.9
	"2017"	"2017"	"Male"	"M"	"5 years"	"5"	300	2045050	14.7
	"2017"	"2017"	"Male"	"M"	"6 years"	"6"	242	2069201	11.7
	"2017"	"2017"	"Male"	"M"	"7 years"	"7"	267	2063003	12.9
	"2017"	"2017"	"Male"	"M"	"8 years"	"8"	248	2062172	12.0
	"2017"	"2017"	"Male"	"M"	"9 years"	"9"	242	2128715	11.4
	"2017"	"2017"	"Male"	"M"	"10 years"	"10"	294	2140682	13.7
	"2017"	"2017"	"Male"	"M"	"11 years"	"11"	304	2123819	14.3
	"2017"	"2017"	"Male"	"M"	"12 years"	"12"	383	2116260	18.1
	"2017"	"2017"	"Male"	"M"	"13 years"	"13"	428	2119558	20.2
	"2017"	"2017"	"Male"	"M"	"14 years"	"14"	561	2104753	26.7
	"2017"	"2017"	"Male"	"M"	"15 years"	"15"	796	2098809	37.9
	"2017"	"2017"	"Male"	"M"	"16 years"	"16"	1169	2155909	54.2
	"2017"	"2017"	"Male"	"M"	"17 years"	"17"	1411	2197871	64.2
	"2017"	"2017"	"Male"	"M"	"18 years"	"18"	2018	2169468	93.0
	"2017"	"2017"	"Male"	"M"	"19 years"	"19"	2455	2178434	112.7
	"2017"	"2017"	"Male"	"M"	"20 years"	"20"	2633	2187409	120.4
	"2017"	"2017"	"Male"	"M"	"21 years"	"21"	2864	2213975	129.4
	"2017"	"2017"	"Male"	"M"	"22 years"	"22"	3115	2270148	137.2
	"2017"	"2017"	"Male"	"M"	"23 years"	"23"	3387	2318784	146.1
	"2017"	"2017"	"Male"	"M"	"24 years"	"24"	3655	2358826	154.9
	"2017"	"2017"	"Male"	"M"	"25 years"	"25"	3851	2413370	159.6
	"2017"	"2017"	"Male"	"M"	"26 years"	"26"	4102	2443974	167.8
	"2017"	"2017"	"Male"	"M"	"27 years"	"27"	4147	2432679	170.5
	"2017"	"2017"	"Male"	"M"	"28 years"	"28"	4170	2335023	178.6
	"2017"	"2017"	"Male"	"M"	"29 years"	"29"	4115	2277184	180.7
	"2017"	"2017"	"Male"	"M"	"30 years"	"30"	4033	2236352	180.3
	"2017"	"2017"	"Male"	"M"	"31 years"	"31"	4244	2241759	189.3
	"2017"	"2017"	"Male"	"M"	"32 years"	"32"	4432	2248948	197.1
	"2017"	"2017"	"Male"	"M"	"33 years"	"33"	4453	2168114	205.4
	"2017"	"2017"	"Male"	"M"	"34 years"	"34"	4602	2193958	209.8
	"2017"	"2017"	"Male"	"M"	"35 years"	"35"	4661	2185895	213.2
	"2017"	"2017"	"Male"	"M"	"36 years"	"36"	4809	2156347	223.0
	"2017"	"2017"	"Male"	"M"	"37 years"	"37"	4920	2204181	223.2
	"2017"	"2017"	"Male"	"M"	"38 years"	"38"	4831	2056619	234.9
	"2017"	"2017"	"Male"	"M"	"39 years"	"39"	4884	2012943	242.6
	"2017"	"2017"	"Male"	"M"	"40 years"	"40"	5074	1985267	255.6
	"2017"	"2017"	"Male"	"M"	"41 years"	"41"	5045	1927055	261.8
	"2017"	"2017"	"Male"	"M"	"42 years"	"42"	5236	1987507	263.4
	"2017"	"2017"	"Male"	"M"	"43 years"	"43"	5464	1916102	285.2
	"2017"	"2017"	"Male"	"M"	"44 years"	"44"	5868	1937184	302.9
	"2017"	"2017"	"Male"	"M"	"45 years"	"45"	6870	2025025	339.3
	"2017"	"2017"	"Male"	"M"	"46 years"	"46"	7680	2136737	359.4
	"2017"	"2017"	"Male"	"M"	"47 years"	"47"	8282	2169762	381.7
	"2017"	"2017"	"Male"	"M"	"48 years"	"48"	8450	2050739	412.0
	"2017"	"2017"	"Male"	"M"	"49 years"	"49"	8941	2003912	446.2
	"2017"	"2017"	"Male"	"M"	"50 years"	"50"	9935	1997485	497.4
	"2017"	"2017"	"Male"	"M"	"51 years"	"51"	11297	2032379	555.9
	"2017"	"2017"	"Male"	"M"	"52 years"	"52"	12566	2148966	584.7
	"2017"	"2017"	"Male"	"M"	"53 years"	"53"	14244	2175762	654.7
	"2017"	"2017"	"Male"	"M"	"54 years"	"54"	15539	2165590	717.5
	"2017"	"2017"	"Male"	"M"	"55 years"	"55"	17001	2154452	789.1
	"2017"	"2017"	"Male"	"M"	"56 years"	"56"	18374	2171286	846.2
	"2017"	"2017"	"Male"	"M"	"57 years"	"57"	19776	2190232	902.9
	"2017"	"2017"	"Male"	"M"	"58 years"	"58"	20854	2102988	991.6
	"2017"	"2017"	"Male"	"M"	"59 years"	"59"	22382	2081562	1075.3
	"2017"	"2017"	"Male"	"M"	"60 years"	"60"	23683	2047375	1156.7
	"2017"	"2017"	"Male"	"M"	"61 years"	"61"	24309	1963253	1238.2
	"2017"	"2017"	"Male"	"M"	"62 years"	"62"	25388	1938979	1309.3
	"2017"	"2017"	"Male"	"M"	"63 years"	"63"	26512	1843702	1438.0
	"2017"	"2017"	"Male"	"M"	"64 years"	"64"	27056	1763974	1533.8
	"2017"	"2017"	"Male"	"M"	"65 years"	"65"	27527	1688983	1629.8
	"2017"	"2017"	"Male"	"M"	"66 years"	"66"	27805	1626011	1710.0
	"2017"	"2017"	"Male"	"M"	"67 years"	"67"	28708	1583631	1812.8
	"2017"	"2017"	"Male"	"M"	"68 years"	"68"	29696	1527330	1944.3
	"2017"	"2017"	"Male"	"M"	"69 years"	"69"	31522	1503913	2096.0
	"2017"	"2017"	"Male"	"M"	"70 years"	"70"	34188	1558707	2193.4
	"2017"	"2017"	"Male"	"M"	"71 years"	"71"	28792	1136177	2534.1
	"2017"	"2017"	"Male"	"M"	"72 years"	"72"	29455	1108765	2656.6
	"2017"	"2017"	"Male"	"M"	"73 years"	"73"	31658	1066091	2969.5
	"2017"	"2017"	"Male"	"M"	"74 years"	"74"	34580	1077532	3209.2
	"2017"	"2017"	"Male"	"M"	"75 years"	"75"	32363	923942	3502.7
	"2017"	"2017"	"Male"	"M"	"76 years"	"76"	31884	827432	3853.4
	"2017"	"2017"	"Male"	"M"	"77 years"	"77"	32283	769612	4194.7
	"2017"	"2017"	"Male"	"M"	"78 years"	"78"	32945	713055	4620.3
	"2017"	"2017"	"Male"	"M"	"79 years"	"79"	34030	664775	5119.0
	"2017"	"2017"	"Male"	"M"	"80 years"	"80"	33752	596081	5662.3
	"2017"	"2017"	"Male"	"M"	"81 years"	"81"	34438	552132	6237.3
	"2017"	"2017"	"Male"	"M"	"82 years"	"82"	35325	510165	6924.2
	"2017"	"2017"	"Male"	"M"	"83 years"	"83"	34510	441701	7813.0
	"2017"	"2017"	"Male"	"M"	"84 years"	"84"	35141	408980	8592.4
	"2017"	"2017"	"Male"	"M"	"85 years"	"85"	35384	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"86 years"	"86"	35686	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"87 years"	"87"	35162	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"88 years"	"88"	33508	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"89 years"	"89"	32211	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"90 years"	"90"	29853	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"91 years"	"91"	26409	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"92 years"	"92"	24090	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"93 years"	"93"	20246	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"94 years"	"94"	16675	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"95 years"	"95"	13694	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"96 years"	"96"	10480	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"97 years"	"97"	7532	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"98 years"	"98"	4971	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"99 years"	"99"	3528	Not Applicable	Not Applicable
	"2017"	"2017"	"Male"	"M"	"100+ years"	"100"	5437	Not Applicable	Not Applicable
	"2018"	"2018"	"Female"	"F"	"< 1 year"	"0"	9399	1879703	500.0
	"2018"	"2018"	"Female"	"F"	"1 year"	"1"	617	1911513	32.3
	"2018"	"2018"	"Female"	"F"	"2 years"	"2"	435	1951366	22.3
	"2018"	"2018"	"Female"	"F"	"3 years"	"3"	291	1972327	14.8
	"2018"	"2018"	"Female"	"F"	"4 years"	"4"	244	1963164	12.4
	"2018"	"2018"	"Female"	"F"	"5 years"	"5"	230	1960607	11.7
	"2018"	"2018"	"Female"	"F"	"6 years"	"6"	212	1963030	10.8
	"2018"	"2018"	"Female"	"F"	"7 years"	"7"	176	1983207	8.9
	"2018"	"2018"	"Female"	"F"	"8 years"	"8"	221	1986003	11.1
	"2018"	"2018"	"Female"	"F"	"9 years"	"9"	205	1986805	10.3
	"2018"	"2018"	"Female"	"F"	"10 years"	"10"	222	2049181	10.8
	"2018"	"2018"	"Female"	"F"	"11 years"	"11"	247	2056222	12.0
	"2018"	"2018"	"Female"	"F"	"12 years"	"12"	252	2038862	12.4
	"2018"	"2018"	"Female"	"F"	"13 years"	"13"	283	2034962	13.9
	"2018"	"2018"	"Female"	"F"	"14 years"	"14"	321	2041460	15.7
	"2018"	"2018"	"Female"	"F"	"15 years"	"15"	397	2029592	19.6
	"2018"	"2018"	"Female"	"F"	"16 years"	"16"	472	2023998	23.3
	"2018"	"2018"	"Female"	"F"	"17 years"	"17"	594	2076491	28.6
	"2018"	"2018"	"Female"	"F"	"18 years"	"18"	730	2109928	34.6
	"2018"	"2018"	"Female"	"F"	"19 years"	"19"	807	2082304	38.8
	"2018"	"2018"	"Female"	"F"	"20 years"	"20"	890	2087209	42.6
	"2018"	"2018"	"Female"	"F"	"21 years"	"21"	946	2098900	45.1
	"2018"	"2018"	"Female"	"F"	"22 years"	"22"	1010	2115157	47.8
	"2018"	"2018"	"Female"	"F"	"23 years"	"23"	1110	2162394	51.3
	"2018"	"2018"	"Female"	"F"	"24 years"	"24"	1190	2208372	53.9
	"2018"	"2018"	"Female"	"F"	"25 years"	"25"	1298	2240559	57.9
	"2018"	"2018"	"Female"	"F"	"26 years"	"26"	1458	2307677	63.2
	"2018"	"2018"	"Female"	"F"	"27 years"	"27"	1582	2362325	67.0
	"2018"	"2018"	"Female"	"F"	"28 years"	"28"	1687	2362288	71.4
	"2018"	"2018"	"Female"	"F"	"29 years"	"29"	1807	2270069	79.6
	"2018"	"2018"	"Female"	"F"	"30 years"	"30"	1902	2218983	85.7
	"2018"	"2018"	"Female"	"F"	"31 years"	"31"	1870	2180487	85.8
	"2018"	"2018"	"Female"	"F"	"32 years"	"32"	2064	2188295	94.3
	"2018"	"2018"	"Female"	"F"	"33 years"	"33"	2140	2209229	96.9
	"2018"	"2018"	"Female"	"F"	"34 years"	"34"	2172	2147153	101.2
	"2018"	"2018"	"Female"	"F"	"35 years"	"35"	2393	2180901	109.7
	"2018"	"2018"	"Female"	"F"	"36 years"	"36"	2509	2181088	115.0
	"2018"	"2018"	"Female"	"F"	"37 years"	"37"	2584	2158541	119.7
	"2018"	"2018"	"Female"	"F"	"38 years"	"38"	2711	2190232	123.8
	"2018"	"2018"	"Female"	"F"	"39 years"	"39"	2897	2062635	140.5
	"2018"	"2018"	"Female"	"F"	"40 years"	"40"	2867	2022766	141.7
	"2018"	"2018"	"Female"	"F"	"41 years"	"41"	2987	2006441	148.9
	"2018"	"2018"	"Female"	"F"	"42 years"	"42"	3097	1945641	159.2
	"2018"	"2018"	"Female"	"F"	"43 years"	"43"	3413	1999241	170.7
	"2018"	"2018"	"Female"	"F"	"44 years"	"44"	3546	1942802	182.5
	"2018"	"2018"	"Female"	"F"	"45 years"	"45"	4032	1975992	204.0
	"2018"	"2018"	"Female"	"F"	"46 years"	"46"	4615	2059393	224.1
	"2018"	"2018"	"Female"	"F"	"47 years"	"47"	5077	2175691	233.4
	"2018"	"2018"	"Female"	"F"	"48 years"	"48"	5463	2192223	249.2
	"2018"	"2018"	"Female"	"F"	"49 years"	"49"	5717	2079841	274.9
	"2018"	"2018"	"Female"	"F"	"50 years"	"50"	6122	2036538	300.6
	"2018"	"2018"	"Female"	"F"	"51 years"	"51"	6938	2042479	339.7
	"2018"	"2018"	"Female"	"F"	"52 years"	"52"	7568	2077402	364.3
	"2018"	"2018"	"Female"	"F"	"53 years"	"53"	8559	2201960	388.7
	"2018"	"2018"	"Female"	"F"	"54 years"	"54"	9716	2248978	432.0
	"2018"	"2018"	"Female"	"F"	"55 years"	"55"	10576	2248963	470.3
	"2018"	"2018"	"Female"	"F"	"56 years"	"56"	11699	2244572	521.2
